MATK,HOTEN,SDT,EMAIL,CCCD,GIOITINH,NGAYSINH,DIEM_LOYALTY,SOTIENDATIEU,MACAPBAC
3996,Chi Mai,0999342114,user3996@example.com,803038874630,Nữ,2005-05-18,3825,2742980,3
3997,An Vũ,0967179187,user3997@example.com,957726976519,Nam,1992-01-04,1634,13545302,2
3998,Vũ Mai,0990465731,user3998@example.com,744121054341,Nữ,2002-10-31,2633,5435389,1
3999,Thảo Bùi,0963220016,user3999@example.com,189363252532,Nam,1999-03-29,3766,16415593,3
4000,Quý ông Dũng Mai,0969516454,user4000@example.com,980641035046,Nam,1998-06-23,372,12006514,3
4001,Dương Lê,0970442810,user4001@example.com,264727149976,Nam,2002-01-04,3158,12809930,3
4002,Bà Hồng Vũ,0944266452,user4002@example.com,323177300669,Nữ,2002-10-07,3335,3209498,3
4003,Vân Bùi,0931662679,user4003@example.com,746483464845,Nữ,2001-06-28,4268,537128,3
4004,Lan Trần,0978425686,user4004@example.com,155237526219,Nữ,1991-04-30,2247,15540261,2
4005,Châu Hải Phạm,0973201126,user4005@example.com,214266029035,Nữ,1990-04-26,4113,19525279,3
4006,Nhiên Đặng,0953207108,user4006@example.com,598330180488,Nam,2003-08-13,4692,19422427,2
4007,Ông Trọng Hoàng,0980752819,user4007@example.com,227392305818,Nam,1999-11-14,2536,17182198,2
4008,Quý ông Phúc Phạm,0948298018,user4008@example.com,789785861769,Nam,1992-01-05,2202,8352606,1
4009,Quý cô Xuân Dương,0924254532,user4009@example.com,403562942091,Nữ,1996-06-06,2666,407968,3
4010,Quý cô Dương Nguyễn,0985649002,user4010@example.com,996742332622,Nam,1992-09-04,2384,12642009,3
4011,Linh Bùi,0948259596,user4011@example.com,239261514854,Nữ,1993-02-06,3595,10276807,3
4012,Phúc Hoàng,0940898846,user4012@example.com,147451522325,Nữ,2005-03-31,2305,3262374,3
4013,Hà Đặng,0966988508,user4013@example.com,633508164695,Nam,1998-09-06,2758,15293559,1
4014,Lan Phạm,0963409989,user4014@example.com,143796572094,Nữ,1991-12-21,1270,16305557,2
4015,Quý ông Châu Dương,0938893783,user4015@example.com,800940749795,Nữ,2002-06-12,671,16429469,1
4016,Quý cô Chi Mai,0977676141,user4016@example.com,659158085665,Nam,1995-12-06,4420,19314434,3
4017,Minh Mai Đặng,0944547404,user4017@example.com,119797895558,Nam,1990-03-01,170,17168019,1
4018,Cô Dương Nguyễn,0952080811,user4018@example.com,134075742160,Nam,1992-05-29,1291,14846703,3
4019,Quý cô Hạnh Vũ,0984999652,user4019@example.com,481785317911,Nữ,1997-03-03,3272,17451419,2
4020,Lâm Trí Lê,0991939946,user4020@example.com,670736055044,Nam,1995-09-02,1956,13355121,1
4021,Lâm Phú Đặng,0934861390,user4021@example.com,971941006403,Nam,1998-12-18,3150,14780010,2
4022,Bảo Trần,0953175285,user4022@example.com,526525775671,Nữ,1992-07-29,4609,14876426,3
4023,Cô Hạnh Lê,0969800719,user4023@example.com,814995761627,Nam,2003-09-28,701,184459,1
4024,Chị Nhật Dương,0941271329,user4024@example.com,966157391677,Nam,1991-07-16,2641,14071879,2
4025,Cô Bảo Trần,0978713902,user4025@example.com,184764998006,Nam,1998-12-21,3295,18378735,3
4026,Chị Dương Mai,0960128840,user4026@example.com,762241343382,Nữ,2004-09-10,2800,6013838,3
4027,Phương Bảo Hoàng,0959045657,user4027@example.com,383279605942,Nam,2002-05-04,979,18800489,3
4028,Kim Lê,0965956706,user4028@example.com,103410514156,Nữ,2002-11-08,2420,15923468,3
4029,Quý cô Hạnh Phạm,0951725960,user4029@example.com,267199565935,Nữ,1995-02-10,1947,13752484,1
4030,Chị Nhật Bùi,0990661362,user4030@example.com,171263282252,Nam,1995-02-15,1284,4662334,1
4031,Bảo Tấn Mai,0968565132,user4031@example.com,768643353246,Nữ,1998-03-09,4901,17681921,2
4032,Hồng Lê,0942233640,user4032@example.com,916632653531,Nam,1996-03-03,4451,13228852,3
4033,Kim Thị Vũ,0961639817,user4033@example.com,438473492451,Nam,2003-12-19,2665,9623684,2
4034,Cô Vi Nguyễn,0998229304,user4034@example.com,987170261391,Nam,1992-02-15,4417,4980423,2
4035,Vân Phạm,0971192459,user4035@example.com,489399773221,Nữ,2003-02-22,3604,6223042,3
4036,Nhật Bùi,0959621734,user4036@example.com,436370444749,Nữ,1993-02-21,3000,27153,2
4037,Châu Mai,0973684438,user4037@example.com,287730844014,Nam,1992-06-15,1680,2690231,3
4038,Thành Nguyễn,0933850882,user4038@example.com,334448033466,Nữ,1990-01-10,2907,18018191,1
4039,Cô Lan Lê,0926385166,user4039@example.com,229971380270,Nữ,2003-04-26,4487,2190787,1
4040,Bà Yến Hoàng,0916869274,user4040@example.com,401717647282,Nam,1990-05-03,4228,1636074,3
4041,Bác Huy Nguyễn,0915396313,user4041@example.com,616432131462,Nữ,2000-12-23,4921,11565205,1
4042,Tú Trần,0993963655,user4042@example.com,527928842802,Nữ,2001-02-19,3064,16711297,1
4043,Quý ông Tú Nguyễn,0934410283,user4043@example.com,840882294503,Nam,1990-01-29,3978,10739902,2
4044,Quý ông Bảo Lê,0942809531,user4044@example.com,581802999140,Nam,2005-07-30,1059,13796926,1
4045,Cô Hà Đặng,0937875084,user4045@example.com,409560932398,Nam,1995-05-12,2015,585603,3
4046,Anh Mai,0931998534,user4046@example.com,100633509728,Nam,2004-08-28,2713,10440496,3
4047,Bà Hương Hoàng,0928147577,user4047@example.com,622645947629,Nữ,2001-05-26,33,15395082,3
4048,Chị An Vũ,0921198406,user4048@example.com,983530823764,Nam,1996-03-14,716,8350942,3
4049,Chị Chi Hoàng,0968917535,user4049@example.com,418973877129,Nam,1995-03-04,2313,313141,1
4050,Quý ông Khoa Bùi,0966690376,user4050@example.com,939233617269,Nữ,1990-11-28,1681,6556530,1
4051,Khoa Mai,0987302326,user4051@example.com,353417829052,Nam,1993-04-20,770,6246984,3
4052,Bà Vân Nguyễn,0913419030,user4052@example.com,624678937011,Nam,1997-11-14,2388,13610057,3
4053,Kim Hoàng Nguyễn,0911376396,user4053@example.com,683223618804,Nữ,1999-07-26,146,13513542,1
4054,Vũ Đức Hoàng,0931524747,user4054@example.com,700238423079,Nam,2000-09-29,4721,16021702,2
4055,Phương Tấn Đặng,0955589204,user4055@example.com,154378505823,Nam,2000-11-07,926,12521218,3
4056,Trọng Quang Lê,0963018807,user4056@example.com,642094755270,Nam,1995-02-13,4192,12012294,3
4057,Nam Xuân Trần,0957279911,user4057@example.com,424691672834,Nữ,1994-03-04,2618,8802670,3
4058,Bảo Mai Trần,0977080261,user4058@example.com,545717771757,Nam,2001-05-10,981,2117908,3
4059,Hoàng Dương,0931751457,user4059@example.com,893354260340,Nam,2005-07-22,188,10395487,1
4060,Bà Xuân Dương,0943395403,user4060@example.com,388176352812,Nữ,1992-11-11,288,14163298,3
4061,Anh Hưng Nguyễn,0952614473,user4061@example.com,132466967072,Nữ,2000-03-01,1433,4921996,3
4062,Nhật Nguyễn,0970711306,user4062@example.com,374103909818,Nam,2000-02-27,802,6258420,2
4063,Dũng Thị Vũ,0925331859,user4063@example.com,661620567968,Nữ,2003-10-29,2372,7127014,2
4064,Khoa Hoàng Lê,0915331683,user4064@example.com,460446432896,Nam,1999-12-15,1817,14576031,3
4065,Quang Hải Hoàng,0940277221,user4065@example.com,251065680723,Nữ,2001-12-21,1263,11095521,3
4066,Hà Mai Bảo Trần,0991926071,user4066@example.com,550846297990,Nữ,2004-03-27,2707,1820633,1
4067,Cô Linh Nguyễn,0941380199,user4067@example.com,561437878144,Nam,2001-01-01,1612,16289887,3
4068,Bác Trọng Đặng,0988878827,user4068@example.com,656044802800,Nữ,2005-07-29,3792,10437749,2
4069,Khoa Hoàng,0970771950,user4069@example.com,666699066463,Nữ,1992-04-06,926,16044327,2
4070,Quý cô Bảo Vũ,0951578199,user4070@example.com,836755076068,Nam,1996-03-28,4140,9663747,2
4071,Bà Nhật Đặng,0987000908,user4071@example.com,450297693200,Nữ,1994-08-18,3665,16652684,1
4072,Bác Hoàng Hoàng,0952751075,user4072@example.com,869852136381,Nữ,1993-04-24,727,7607666,1
4073,Cô Lan Phạm,0921140912,user4073@example.com,775723148368,Nam,1994-06-05,2331,3055052,3
4074,Hoàng Trần,0930466756,user4074@example.com,162283491807,Nữ,1994-08-17,1156,1540008,2
4075,Anh Phú Đặng,0957693180,user4075@example.com,437470759606,Nam,2003-08-17,4768,9406647,1
4076,Khoa Phú Nguyễn,0953644541,user4076@example.com,193598651136,Nữ,2002-03-25,3403,5708215,2
4077,Hạnh Dương,0995781610,user4077@example.com,690742396088,Nam,1995-09-14,164,3248456,3
4078,Nhật Văn Phạm,0938338302,user4078@example.com,686023578038,Nữ,1992-08-30,1126,11911562,1
4079,Hương Phạm,0947178301,user4079@example.com,176442716202,Nữ,1995-02-07,1592,12975044,2
4080,Thành Bùi,0920874025,user4080@example.com,100411855157,Nam,2003-02-07,3623,13767619,2
4081,Hải Nguyễn,0912116707,user4081@example.com,847946474260,Nam,1996-12-22,1029,871215,1
4082,Thành Mai,0976859261,user4082@example.com,824391407251,Nữ,2005-03-28,3166,18900433,3
4083,Chị Linh Lê,0925950976,user4083@example.com,476879230648,Nam,1997-09-28,3483,1983182,1
4084,Bảo Nguyễn,0963640396,user4084@example.com,110592275675,Nữ,1993-11-06,1339,3894641,2
4085,Ông Châu Phạm,0940877072,user4085@example.com,159402208797,Nữ,1992-08-28,4418,14600612,2
4086,Phương Mai,0970489740,user4086@example.com,605897718749,Nam,2000-10-29,3252,3855513,3
4087,Quý ông Quang Hoàng,0927295242,user4087@example.com,130368207377,Nam,1992-09-17,2261,6446425,1
4088,Khoa Phạm,0991416040,user4088@example.com,609980354037,Nam,1997-06-29,3410,10129892,2
4089,Trọng Hoàng Mai,0925742334,user4089@example.com,449610597060,Nam,1997-06-12,4458,14744238,2
4090,Bà Thành Bùi,0957764557,user4090@example.com,103558194027,Nữ,1996-02-13,2946,5531439,2
4091,Hải Vũ,0932963128,user4091@example.com,575931293646,Nữ,1994-04-13,4165,19322805,3
4092,Anh Mai Bùi,0911191368,user4092@example.com,820271868048,Nữ,2001-11-12,168,1563868,2
4093,Bà An Trần,0996372654,user4093@example.com,924819371907,Nam,1997-01-31,2522,1696690,2
4094,Quý cô Yến Dương,0940608005,user4094@example.com,349209901218,Nam,1998-01-11,1402,15025743,1
4095,Hoàng Nguyễn,0937390236,user4095@example.com,914690240497,Nam,1993-03-24,4378,574361,3
4096,Quý cô Thành Hoàng,0919174263,user4096@example.com,764849878412,Nam,2000-08-27,2008,15289689,2
4097,Hương Bùi,0933832412,user4097@example.com,316392112948,Nữ,2003-02-26,768,3921719,3
4098,Hương Đặng,0966353277,user4098@example.com,437706579448,Nam,1994-11-12,4941,13067873,1
4099,Lan Dương,0911979610,user4099@example.com,332674972555,Nam,1995-01-20,1300,6498222,3
4100,Quang Đặng,0950581137,user4100@example.com,316789542943,Nữ,2002-06-09,429,8811869,2
4101,Ông Nam Hoàng,0959647904,user4101@example.com,466978328519,Nam,2002-02-26,2910,7624547,2
4102,Ánh Đặng,0987883005,user4102@example.com,657389536390,Nữ,2002-06-08,2844,3816741,1
4103,Quang Đức Nguyễn,0996902894,user4103@example.com,276047738935,Nam,1995-12-17,2824,18582972,1
4104,Cô Lâm Phạm,0970723811,user4104@example.com,306122541948,Nữ,1999-10-27,2614,6868402,2
4105,Hạnh Phú Mai,0995330956,user4105@example.com,224151470647,Nam,1991-01-17,4765,2501517,3
4106,Khoa Văn Dương,0932276961,user4106@example.com,556771110266,Nữ,1992-12-02,1455,3414723,2
4107,Trung Mai,0933429993,user4107@example.com,931322504221,Nam,1992-04-26,3430,10916475,3
4108,An Hữu Mai,0985002869,user4108@example.com,885372134116,Nam,1998-05-08,4501,19204393,2
4109,Thành Hoàng,0969317043,user4109@example.com,818828681061,Nam,1995-11-25,1916,8154634,1
4110,Vũ Lê,0975891955,user4110@example.com,466337613985,Nữ,1995-03-22,543,1502620,2
4111,Khoa Hữu Phạm,0967935537,user4111@example.com,867848950435,Nữ,1999-09-05,291,18438971,1
4112,Nhiên Nguyễn,0942305515,user4112@example.com,900282821291,Nữ,1995-05-03,2054,19158439,1
4113,Nam Vũ,0917049459,user4113@example.com,672945540896,Nam,2000-04-22,1539,18874359,2
4114,Ông Anh Bùi,0923164186,user4114@example.com,616627759141,Nam,2001-04-10,133,17592257,2
4115,Hải Dương,0959648173,user4115@example.com,631507955508,Nam,1998-06-29,3604,2151639,1
4116,Nhật Trần,0922881674,user4116@example.com,553896633778,Nam,1993-08-11,4592,4986722,1
4117,Bác Thành Hoàng,0912318123,user4117@example.com,151659698183,Nam,2003-03-26,3888,15620413,3
4118,An Quang Vũ,0956566873,user4118@example.com,739512233703,Nữ,2004-08-20,560,17106410,2
4119,Khoa Văn Bùi,0997982658,user4119@example.com,548127849452,Nữ,2003-09-17,3608,3483870,2
4120,Quý ông Minh Đặng,0972491188,user4120@example.com,947051783489,Nữ,1996-12-18,1426,19556748,2
4121,Lan Mai,0957414468,user4121@example.com,155134332794,Nữ,1995-12-08,269,3647480,3
4122,Chị Dương Dương,0993946259,user4122@example.com,514977665771,Nữ,1999-01-24,926,1136231,2
4123,Chi Trần,0940786451,user4123@example.com,285743591031,Nữ,1997-08-15,3485,15906978,2
4124,Nhật Thế Vũ,0957976048,user4124@example.com,811981083226,Nam,1999-08-13,369,17636438,3
4125,Chị Yến Phạm,0923339036,user4125@example.com,846465909735,Nữ,2004-10-07,4101,2226013,2
4126,Bà Vi Nguyễn,0971985257,user4126@example.com,870347352435,Nữ,2001-09-10,2372,12477181,3
4127,Vân Trần,0980358013,user4127@example.com,121274980647,Nam,1995-03-18,3730,113923,2
4128,Chị Nhật Trần,0922442219,user4128@example.com,826804418216,Nữ,2001-06-05,2666,6402472,3
4129,Hải Lê,0919655609,user4129@example.com,682042258907,Nữ,1994-07-07,2472,5384735,2
4130,Nhiên Phạm,0936882873,user4130@example.com,716686980821,Nữ,2004-02-17,219,2122833,2
4131,Quý ông Tùng Nguyễn,0981928103,user4131@example.com,125512921948,Nữ,1992-06-26,2800,8425188,1
4132,Quang Bảo Mai,0954046767,user4132@example.com,505726890770,Nữ,1999-01-09,2327,5242793,3
4133,Mai Trần,0920812585,user4133@example.com,572407562064,Nam,1995-02-19,569,19931333,2
4134,Linh Lê,0968613497,user4134@example.com,106516175009,Nam,1998-12-29,1674,15047773,1
4135,Trung Đức Nguyễn,0913763398,user4135@example.com,450183878721,Nữ,1991-03-15,2930,17637542,2
4136,Huy Thị Bùi,0986075502,user4136@example.com,433606642733,Nữ,2000-07-19,703,15193911,1
4137,Phúc Nguyễn,0975461586,user4137@example.com,865725885206,Nam,1995-07-30,2668,134300,1
4138,Bảo Văn Nguyễn,0952894403,user4138@example.com,508469087469,Nữ,2004-12-31,81,14383641,1
4139,Cô Khoa Đặng,0978396766,user4139@example.com,262975999935,Nữ,1993-03-13,1317,13290164,1
4140,Bác Anh Nguyễn,0950943409,user4140@example.com,358594649151,Nam,1996-05-22,1148,10862016,3
4141,Lan Vũ,0950057452,user4141@example.com,916926818292,Nữ,1999-09-05,427,6154549,2
4142,Hạnh Dương,0982069016,user4142@example.com,483929117924,Nam,1996-04-11,752,3893503,1
4143,Minh Trí Vũ,0933637153,user4143@example.com,387694444909,Nữ,1994-09-27,1919,11825284,2
4144,Thành Xuân Hoàng,0988012811,user4144@example.com,561445684723,Nữ,2003-03-26,4113,14000814,3
4145,Cô Chi Mai,0943598645,user4145@example.com,414649374770,Nữ,2002-02-07,4630,1972651,2
4146,Quý cô Ánh Lê,0919609605,user4146@example.com,691795885330,Nam,2000-04-28,2764,7053473,2
4147,Khoa Đức Phạm,0925759173,user4147@example.com,395357104488,Nam,1991-04-22,2112,12044049,2
4148,Chị An Mai,0963366306,user4148@example.com,412115214573,Nam,1998-06-21,1293,1863809,1
4149,Quý cô Linh Nguyễn,0959123929,user4149@example.com,425538629802,Nam,2004-06-20,2760,14393105,3
4150,Minh Nguyễn,0920807721,user4150@example.com,214085127834,Nữ,1991-06-20,535,1583730,1
4151,Anh Tú Nguyễn,0951875946,user4151@example.com,249937170112,Nữ,1990-03-14,3845,9067998,2
4152,Hương Dương,0931533586,user4152@example.com,289176875491,Nam,2002-07-03,4279,8753458,2
4153,Nhật Dương,0989226627,user4153@example.com,216103330129,Nam,1991-03-23,128,16723254,2
4154,Bác Quang Lê,0967757550,user4154@example.com,314977632436,Nam,1993-12-23,1437,8314074,1
4155,Tùng Nguyễn,0930403042,user4155@example.com,125258484767,Nam,2002-09-07,492,16975008,2
4156,Nhật Lê,0917683190,user4156@example.com,372657332209,Nữ,2001-03-04,1521,19887665,2
4157,Cô Lan Nguyễn,0936745560,user4157@example.com,952912340628,Nam,1995-11-10,4423,3511155,2
4158,Kim Tấn Dương,0975747951,user4158@example.com,324850847153,Nữ,2001-11-24,2819,1937772,1
4159,Bà Hà Bùi,0968722623,user4159@example.com,555672061570,Nữ,1996-06-11,1083,36799,3
4160,Trung Tấn Bùi,0930542912,user4160@example.com,114892497962,Nữ,1996-06-15,931,987108,1
4161,Trung Hữu Hoàng,0954650824,user4161@example.com,584428594701,Nữ,2004-03-22,1355,15906874,2
4162,Chi Nguyễn,0917765668,user4162@example.com,548647599698,Nam,2000-07-28,4301,6666383,2
4163,An Đức Hoàng,0991938577,user4163@example.com,171005855234,Nam,1992-10-16,1673,12179307,1
4164,Ông Thành Bùi,0989720457,user4164@example.com,921817688347,Nữ,2002-06-16,1201,3105762,3
4165,Quý cô Kim Vũ,0969112100,user4165@example.com,246903717689,Nam,2002-08-08,4852,1357123,3
4166,Huy Dương,0972934510,user4166@example.com,642565821102,Nam,1998-01-08,4714,6947783,2
4167,Bà Nhật Lê,0981970705,user4167@example.com,774064608182,Nam,1996-04-13,1703,7558363,1
4168,Nhật Hoàng,0967459145,user4168@example.com,167066676954,Nam,1991-09-26,1532,6855399,1
4169,Quý ông Huy Bùi,0950230838,user4169@example.com,375646995729,Nữ,2000-03-02,3765,5338174,3
4170,Vi Vũ,0912065726,user4170@example.com,471304094704,Nam,2004-01-05,2549,1864168,3
4171,Khoa Phạm,0985813173,user4171@example.com,851442921075,Nam,1998-09-21,2086,14828676,3
4172,Nam Quang Hoàng,0966523097,user4172@example.com,774131668624,Nam,1997-02-22,333,5661545,1
4173,Hải Mai,0975027722,user4173@example.com,895225056554,Nữ,2000-01-11,318,8792646,2
4174,Linh Hoàng,0987790205,user4174@example.com,140229092491,Nam,1993-07-31,739,12709860,3
4175,Chị Nhật Vũ,0949683602,user4175@example.com,919910071305,Nữ,2001-05-30,315,18587048,3
4176,Vi Trần,0992685964,user4176@example.com,624449881185,Nam,1996-10-10,869,11533208,3
4177,Quang Văn Mai,0927768720,user4177@example.com,419817926202,Nam,1991-03-06,653,9310857,1
4178,Nhật Văn Dương,0957342476,user4178@example.com,684503666586,Nữ,1996-06-17,1573,9442852,3
4179,Nam Hoàng Mai,0997209756,user4179@example.com,761157524615,Nam,1996-12-25,2117,6787822,3
4180,Nhật Thị Hoàng,0985151561,user4180@example.com,267354367816,Nam,1993-05-18,2925,19703578,1
4181,Khoa Hải Mai,0954070397,user4181@example.com,482245380934,Nữ,2005-06-21,961,17182607,3
4182,Lâm Nguyễn,0967309361,user4182@example.com,367829905532,Nữ,2003-07-13,1975,18426012,2
4183,Quang Phú Mai,0929198237,user4183@example.com,551122603333,Nữ,1990-04-25,1211,433312,3
4184,Anh Dũng Phạm,0948991938,user4184@example.com,222690727889,Nữ,1998-02-07,3465,14230217,3
4185,Hoàng Đặng,0970095621,user4185@example.com,791614242875,Nữ,1991-05-13,3665,13987484,3
4186,Mai Trần,0995383483,user4186@example.com,120001310998,Nam,1990-11-07,1436,3898183,1
4187,Cô Nhật Trần,0971419408,user4187@example.com,340667016324,Nam,2002-07-15,4483,13391153,2
4188,Cô Phương Mai,0985631788,user4188@example.com,349209350756,Nam,1992-10-30,2787,10734541,1
4189,Nhật Lê,0942228345,user4189@example.com,970115559176,Nam,2005-09-04,158,2346636,2
4190,Bảo Thế Trần,0917654098,user4190@example.com,655248086676,Nam,1991-07-29,4014,2488825,2
4191,Bác Tùng Đặng,0994607055,user4191@example.com,668768490292,Nam,2003-01-16,3245,766921,2
4192,Bảo Mai,0993507337,user4192@example.com,763004035059,Nam,1992-07-31,2820,8178750,2
4193,Quang Văn Dương,0945724755,user4193@example.com,904811684340,Nữ,2003-03-15,2040,7752762,2
4194,Lâm Văn Trần,0974928692,user4194@example.com,306603198169,Nữ,1995-01-31,4857,1673121,1
4195,Cô Lâm Hoàng,0938379615,user4195@example.com,983595184066,Nam,1991-12-04,4921,14183593,1
4196,Hồng Trần,0960115676,user4196@example.com,938742725466,Nữ,1997-03-14,1638,12968976,2
4197,Bảo Mai Đặng,0961418218,user4197@example.com,210692138340,Nữ,2001-04-14,1070,14212033,1
4198,Yến Hoàng,0994852165,user4198@example.com,443834152203,Nữ,1990-10-09,601,18064674,2
4199,Ông Phúc Mai,0910253240,user4199@example.com,862257406448,Nữ,1997-06-19,967,5627985,2
4200,Bà Linh Hoàng,0981667410,user4200@example.com,543891387693,Nữ,1994-10-08,2056,14340689,1
4201,Bảo Hoàng Nguyễn,0976936529,user4201@example.com,353347632354,Nữ,1999-12-31,987,4656216,2
4202,Nhiên Nguyễn,0933359700,user4202@example.com,853921712034,Nam,2003-01-06,448,3476814,3
4203,Chị Dương Mai,0932426604,user4203@example.com,753020853479,Nam,1997-03-14,3501,2072615,3
4204,Bảo Thế Đặng,0992051552,user4204@example.com,425187165181,Nam,1998-03-20,3727,12250775,2
4205,Hà Nguyễn,0955584543,user4205@example.com,370919351904,Nam,2005-03-04,1296,6851340,1
4206,Dương Đặng,0919388279,user4206@example.com,491645352776,Nữ,2004-03-20,2287,4325046,2
4207,Nhật Bảo Nguyễn,0910963639,user4207@example.com,774121182151,Nam,2001-06-16,1847,16108047,3
4208,Nhật Tấn Lê,0948285706,user4208@example.com,319516420913,Nam,1994-05-30,2895,18495007,3
4209,Nam Đức Bùi,0923755862,user4209@example.com,852204430679,Nam,1999-05-11,4613,18689127,3
4210,Quý ông Vũ Bùi,0988631421,user4210@example.com,877966763724,Nam,1999-07-28,4200,5506937,1
4211,Phương Phạm,0924628827,user4211@example.com,823693094345,Nam,1997-08-17,3247,3824227,3
4212,Huy Đặng,0953424191,user4212@example.com,270961184885,Nam,2003-06-02,3988,5589692,1
4213,Hải Mai Mai,0936063421,user4213@example.com,350023366521,Nữ,1993-08-26,4713,4547957,3
4214,Bà Ngọc Mai,0912286213,user4214@example.com,573915413972,Nam,1999-06-09,3328,12287225,3
4215,Linh Hoàng,0953453770,user4215@example.com,608528082144,Nam,2003-10-08,255,16417331,2
4216,Cô Hồng Mai,0959838466,user4216@example.com,467414778983,Nữ,2004-07-29,1564,19269302,1
4217,Dũng Phạm,0986569152,user4217@example.com,128747731164,Nữ,2001-02-14,1189,7745217,2
4218,Hồng Trần,0965266572,user4218@example.com,460678160465,Nữ,1990-07-09,759,19476230,3
4219,Minh Thế Trần,0954638080,user4219@example.com,367736202631,Nam,1990-05-21,1380,18881426,3
4220,Bà Hồng Vũ,0965377887,user4220@example.com,278496421171,Nam,2000-04-29,4378,8400135,3
4221,Quý cô Chi Mai,0913498463,user4221@example.com,130752624364,Nữ,2001-07-12,1781,1906792,3
4222,Tú Đặng,0977497519,user4222@example.com,430671833337,Nam,1990-06-05,3670,14530286,1
4223,Anh Văn Mai,0923117917,user4223@example.com,980582536634,Nữ,1998-04-30,1877,16802414,1
4224,Anh Trọng Hoàng,0939928854,user4224@example.com,723752913769,Nam,2005-01-04,2472,12993434,2
4225,Duyên Nguyễn,0985454720,user4225@example.com,120968144715,Nam,2001-04-27,3793,4337712,2
4226,Bà An Bùi,0996385268,user4226@example.com,757686007809,Nữ,2001-05-19,1572,16819223,1
4227,Vũ Mai,0959775951,user4227@example.com,226119872339,Nam,1994-05-22,3286,7333642,3
4228,Quang Hoàng,0986115118,user4228@example.com,671650539842,Nữ,1992-07-15,1014,4107013,2
4229,Quang Mai Phạm,0947441075,user4229@example.com,515570709477,Nam,1999-11-08,1790,19236367,3
4230,Ông Nhiên Hoàng,0947413111,user4230@example.com,567072402671,Nam,1994-03-28,1854,14477157,3
4231,Hưng Đức Dương,0936439329,user4231@example.com,599051960536,Nam,2002-08-13,1869,9895104,2
4232,Thành Trí Nguyễn,0923947510,user4232@example.com,187681760809,Nữ,1997-04-05,4483,12367406,1
4233,Bảo Nguyễn,0965028274,user4233@example.com,493903908401,Nữ,1995-06-04,4379,9364551,1
4234,Nhật Nguyễn,0989170098,user4234@example.com,112215699630,Nam,1997-10-18,3417,11231057,3
4235,Khoa Trần,0944974691,user4235@example.com,376990339284,Nam,2002-08-02,1120,10216512,1
4236,Mai Dương,0987059675,user4236@example.com,446396458737,Nam,2001-12-25,2025,1799797,1
4237,Hưng Hoàng,0955415087,user4237@example.com,689739199045,Nữ,1998-02-19,280,11788429,2
4238,Chị Hà Hoàng,0921770591,user4238@example.com,401580305115,Nam,2005-11-29,1865,19594256,1
4239,Phương Hoàng,0994404084,user4239@example.com,697039461248,Nữ,1997-05-18,4977,15137102,2
4240,Ánh Vũ,0994957081,user4240@example.com,810551662531,Nam,1999-06-09,1870,4754722,2
4241,Bác Bảo Dương,0931197560,user4241@example.com,851277762847,Nữ,1990-04-25,1751,12630171,3
4242,Mai Nguyễn,0972449478,user4242@example.com,456067036968,Nữ,1990-06-25,4130,8417974,3
4243,Hà Bảo Hoàng,0951325600,user4243@example.com,651420171864,Nam,2002-10-14,3553,14949298,3
4244,Quý ông Quang Mai,0952353429,user4244@example.com,226964938232,Nam,2004-01-18,1665,15229335,3
4245,Quang Dương,0980134544,user4245@example.com,468707965035,Nữ,1991-11-20,4890,3274984,1
4246,Bà Lan Bùi,0969008965,user4246@example.com,611806402252,Nam,1994-12-16,2440,19515258,1
4247,Phúc Văn Dương,0955611906,user4247@example.com,661453596424,Nam,1991-02-28,2808,13365180,2
4248,Lâm Hoàng Bùi,0958892395,user4248@example.com,212867998888,Nữ,1992-01-14,1743,2424449,2
4249,Chi Lê,0961457607,user4249@example.com,528152728641,Nam,1996-04-30,4426,7556575,2
4250,Kim Vũ,0998253128,user4250@example.com,110944976383,Nam,1999-10-28,4525,7980767,2
4251,Trung Hoàng Mai,0997699903,user4251@example.com,581239386101,Nữ,2004-05-18,1407,2696588,3
4252,Hà Thị Phạm,0963450211,user4252@example.com,330743997095,Nữ,1994-12-23,2826,7734,2
4253,Bác Anh Lê,0936346643,user4253@example.com,559671014769,Nam,1996-03-20,1031,18175959,2
4254,Hà Quang Bùi,0920633101,user4254@example.com,631410531755,Nam,1991-02-28,3902,1910504,1
4255,Hà Bảo Vũ,0918764068,user4255@example.com,120024826774,Nữ,2003-08-09,4720,15727456,2
4256,Dương Bùi,0967539860,user4256@example.com,289973194477,Nam,2005-04-10,3003,3786735,3
4257,Hoàng Bùi,0990586913,user4257@example.com,940175119353,Nữ,2004-08-21,1355,1401426,1
4258,Bà Lan Lê,0930170615,user4258@example.com,944873405299,Nữ,2005-10-08,4676,16359404,2
4259,Bà Hà Lê,0950460685,user4259@example.com,728306114283,Nam,1997-01-13,2981,9477204,1
4260,Quý ông Huy Bùi,0971819620,user4260@example.com,995424958493,Nữ,2000-07-10,3749,13604610,2
4261,Quý cô Mai Nguyễn,0953557550,user4261@example.com,514515587038,Nữ,1997-09-06,1589,731878,2
4262,Quý ông Trung Đặng,0923484796,user4262@example.com,274930407838,Nam,2000-02-16,1660,8406850,2
4263,Lâm Đức Trần,0949520201,user4263@example.com,442908235439,Nam,1992-04-14,1137,5460855,1
